Sale Id,Order Id,Customer Id,Sale Date,Payment Method,Transaction Amount,Discount Applied,Tax Amount,Return Status,Return Date,Sales Channel,Sales Representative,Order Region
S456806634,45680,6757,2016-10-30 19:23:00,PayPal,43.33,0.87,3.47,No,,In-Store,Rep-490,North Africa
S456809794,45680,6757,2016-11-10 19:23:00,Bank Transfer,43.33,0.87,3.47,No,,Online,Rep-618,North Africa
S456804451,45680,6757,2016-10-31 19:23:00,Bank Transfer,43.33,0.87,3.47,Yes,2016-11-08 19:23:00,In-Store,Rep-535,North Africa
S429927666,42992,3972,2016-09-27 13:39:00,Cash,26.0,2.34,2.08,Yes,2016-10-10 13:39:00,Wholesale,Rep-550,East Africa
S429927739,42992,3972,2016-10-19 13:39:00,Cash,26.0,2.34,2.08,Yes,2016-11-15 13:39:00,In-Store,Rep-776,East Africa
S429923293,42992,3972,2016-09-24 13:39:00,PayPal,26.0,2.34,2.08,No,,In-Store,Rep-345,East Africa
S429924326,42992,3972,2016-10-08 13:39:00,Cash,26.0,2.34,2.08,Yes,2016-10-23 13:39:00,Online,Rep-388,East Africa
S429924096,42992,3972,2016-10-11 13:39:00,Cash,26.0,2.34,2.08,Yes,2016-11-05 13:39:00,Wholesale,Rep-902,East Africa
S413048904,41304,9316,2016-09-09 22:16:00,Cash,65.0,6.5,5.2,No,,Wholesale,Rep-440,North Africa
S413043523,41304,9316,2016-09-07 22:16:00,Credit Card,65.0,6.5,5.2,No,,Online,Rep-853,North Africa
S456808248,45680,6757,2016-11-19 19:23:00,Credit Card,59.99,10.8,4.8,No,,Wholesale,Rep-836,North Africa
S442534502,44253,11213,2016-10-10 23:26:00,Bank Transfer,43.33,8.67,3.47,No,,In-Store,Rep-984,West Africa
S442537082,44253,11213,2016-10-26 23:26:00,Credit Card,43.33,8.67,3.47,Yes,2016-11-18 23:26:00,Wholesale,Rep-288,West Africa
S442533982,44253,11213,2016-10-20 23:26:00,Cash,43.33,8.67,3.47,Yes,2016-11-16 23:26:00,Wholesale,Rep-848,West Africa
S460989576,46098,3474,2016-11-22 21:49:00,Cash,299.98,3.0,24.0,No,,Wholesale,Rep-746,North Africa
S413043785,41304,9316,2016-09-03 22:16:00,Credit Card,75.0,1.5,6.0,No,,Online,Rep-669,North Africa
S413047333,41304,9316,2016-09-04 22:16:00,PayPal,75.0,1.5,6.0,Yes,2016-09-26 22:16:00,In-Store,Rep-927,North Africa
S413042013,41304,9316,2016-09-15 22:16:00,Cash,75.0,1.5,6.0,Yes,2016-09-24 22:16:00,Online,Rep-122,North Africa
S413042814,41304,9316,2016-09-14 22:16:00,Credit Card,75.0,1.5,6.0,No,,In-Store,Rep-369,North Africa
S710772929,71077,14630,2017-11-27 13:05:00,Cash,84.29,0.0,6.74,No,,Wholesale,Rep-597,Southern Europe
S710774367,71077,14630,2017-11-10 13:05:00,Cash,84.29,0.0,6.74,No,,Online,Rep-872,Southern Europe
S710771283,71077,14630,2017-11-20 13:05:00,PayPal,84.29,0.0,6.74,No,,In-Store,Rep-578,Southern Europe
S697034720,69703,13256,2017-11-06 11:42:00,Credit Card,150.68,1.51,12.05,No,,Online,Rep-943,Western Europe
S697038234,69703,13256,2017-11-05 11:42:00,Cash,150.68,1.51,12.05,No,,In-Store,Rep-671,Western Europe
S697036377,69703,13256,2017-10-30 11:42:00,Cash,150.68,1.51,12.05,No,,In-Store,Rep-943,Western Europe
S711125692,71112,14665,2017-12-02 01:21:00,Cash,126.44,1.26,10.12,Yes,2017-12-14 01:21:00,In-Store,Rep-359,Western Europe
S711124337,71112,14665,2017-11-17 01:21:00,PayPal,126.44,1.26,10.12,No,,Online,Rep-749,Western Europe
S698109433,69810,13363,2017-11-12 01:12:00,PayPal,452.04,9.04,36.16,No,,Online,Rep-588,Western Europe
S710926221,71092,14645,2017-11-08 18:20:00,Bank Transfer,252.88,7.59,20.23,No,,In-Store,Rep-751,Western Europe
S696105900,69610,13163,2017-10-24 03:08:00,Credit Card,113.01,4.52,9.04,Yes,2017-11-04 03:08:00,In-Store,Rep-290,Southern Europe
S696101934,69610,13163,2017-11-11 03:08:00,Bank Transfer,113.01,4.52,9.04,No,,In-Store,Rep-618,Southern Europe
S696101076,69610,13163,2017-10-14 03:08:00,Bank Transfer,113.01,4.52,9.04,No,,Wholesale,Rep-936,Southern Europe
S696105266,69610,13163,2017-11-02 03:08:00,Cash,113.01,4.52,9.04,Yes,2017-11-15 03:08:00,Wholesale,Rep-885,Southern Europe
S710006005,71000,14553,2017-11-28 10:06:00,Credit Card,252.88,12.64,20.23,No,,In-Store,Rep-405,Western Europe
S707343949,70734,14287,2017-11-23 12:55:00,Cash,500.0,27.5,40.0,No,,In-Store,Rep-109,Northern Europe
S707348671,70734,14287,2017-11-22 12:55:00,Credit Card,500.0,27.5,40.0,No,,Wholesale,Rep-296,Northern Europe
S707346066,70734,14287,2017-11-21 12:55:00,Cash,500.0,27.5,40.0,Yes,2017-12-07 12:55:00,Wholesale,Rep-798,Northern Europe
S696268050,69626,13179,2017-10-22 08:44:00,Bank Transfer,113.01,6.22,9.04,No,,Online,Rep-894,Western Europe
S696264316,69626,13179,2017-11-06 08:44:00,Bank Transfer,113.01,6.22,9.04,No,,Online,Rep-955,Western Europe
S696261841,69626,13179,2017-11-07 08:44:00,Bank Transfer,113.01,6.22,9.04,Yes,2017-11-20 08:44:00,Wholesale,Rep-545,Western Europe
S696266713,69626,13179,2017-11-03 08:44:00,Credit Card,113.01,6.22,9.04,No,,Wholesale,Rep-165,Western Europe
S694824085,69482,13035,2017-10-16 06:17:00,Cash,90.41,4.97,7.23,Yes,2017-10-31 06:17:00,Wholesale,Rep-250,Western Europe
S694824657,69482,13035,2017-11-05 06:17:00,Bank Transfer,90.41,4.97,7.23,No,,Wholesale,Rep-118,Western Europe
S694829811,69482,13035,2017-10-30 06:17:00,Cash,90.41,4.97,7.23,Yes,2017-11-16 06:17:00,In-Store,Rep-875,Western Europe
S694821421,69482,13035,2017-10-15 06:17:00,Cash,90.41,4.97,7.23,Yes,2017-11-14 06:17:00,In-Store,Rep-917,Western Europe
S694822179,69482,13035,2017-11-02 06:17:00,PayPal,90.41,4.97,7.23,No,,In-Store,Rep-547,Western Europe
S707692032,70769,14322,2017-11-25 01:10:00,Bank Transfer,500.0,35.0,40.0,No,,In-Store,Rep-707,Northern Europe
S707693409,70769,14322,2017-11-09 01:10:00,Cash,500.0,35.0,40.0,Yes,2017-12-05 01:10:00,In-Store,Rep-775,Northern Europe
S707692812,70769,14322,2017-11-11 01:10:00,Credit Card,500.0,35.0,40.0,Yes,2017-11-20 01:10:00,Wholesale,Rep-697,Northern Europe
S696431580,69643,13196,2017-10-25 14:41:00,Credit Card,90.41,6.33,7.23,Yes,2017-11-05 14:41:00,Online,Rep-648,Southern Europe
S696435410,69643,13196,2017-11-08 14:41:00,PayPal,90.41,6.33,7.23,Yes,2017-12-03 14:41:00,Online,Rep-216,Southern Europe
S696431966,69643,13196,2017-10-16 14:41:00,PayPal,90.41,6.33,7.23,Yes,2017-10-28 14:41:00,Online,Rep-546,Southern Europe
S696436917,69643,13196,2017-10-15 14:41:00,Bank Transfer,90.41,6.33,7.23,No,,Online,Rep-158,Southern Europe
S696439715,69643,13196,2017-10-21 14:41:00,PayPal,90.41,6.33,7.23,Yes,2017-10-29 14:41:00,Online,Rep-750,Southern Europe
S710514046,71051,14604,2017-11-07 03:58:00,Credit Card,84.29,7.59,6.74,Yes,2017-11-19 03:58:00,Wholesale,Rep-579,Northern Europe
S710516773,71051,14604,2017-11-14 03:58:00,Bank Transfer,84.29,7.59,6.74,Yes,2017-12-08 03:58:00,In-Store,Rep-148,Northern Europe
S710517509,71051,14604,2017-11-07 03:58:00,Credit Card,84.29,7.59,6.74,Yes,2017-12-07 03:58:00,In-Store,Rep-404,Northern Europe
S694081794,69408,12961,2017-10-25 04:21:00,Credit Card,150.68,13.56,12.05,Yes,2017-11-14 04:21:00,Online,Rep-218,Southern Europe
S694084774,69408,12961,2017-11-05 04:21:00,Credit Card,150.68,13.56,12.05,Yes,2017-11-30 04:21:00,Online,Rep-348,Southern Europe
S694089846,69408,12961,2017-10-29 04:21:00,Cash,150.68,13.56,12.05,No,,Wholesale,Rep-802,Southern Europe
S711234236,71123,14676,2017-11-22 05:12:00,Bank Transfer,126.44,11.38,10.12,Yes,2017-12-16 05:12:00,In-Store,Rep-537,Southern Europe
S711231169,71123,14676,2017-11-13 05:12:00,Bank Transfer,126.44,11.38,10.12,No,,In-Store,Rep-494,Southern Europe
S705349617,70534,14087,2017-11-04 14:51:00,Credit Card,300.0,27.0,24.0,No,,Online,Rep-561,Western Europe
S705349086,70534,14087,2017-11-16 14:51:00,PayPal,300.0,27.0,24.0,Yes,2017-11-21 14:51:00,Wholesale,Rep-491,Western Europe
S705344929,70534,14087,2017-10-27 14:51:00,Bank Transfer,300.0,27.0,24.0,Yes,2017-11-12 14:51:00,Online,Rep-545,Western Europe
S705343564,70534,14087,2017-11-03 14:51:00,Credit Card,300.0,27.0,24.0,Yes,2017-11-18 14:51:00,Wholesale,Rep-859,Western Europe
S705349370,70534,14087,2017-10-27 14:51:00,PayPal,300.0,27.0,24.0,No,,In-Store,Rep-836,Western Europe
S696417037,69641,13194,2017-10-30 13:59:00,Credit Card,452.04,45.2,36.16,No,,Wholesale,Rep-619,Southern Europe
S709609712,70960,14513,2017-11-25 20:05:00,Bank Transfer,50.58,5.06,4.05,Yes,2017-12-05 20:05:00,Online,Rep-174,Western Europe
S709607589,70960,14513,2017-11-30 20:05:00,Bank Transfer,50.58,5.06,4.05,Yes,2017-12-23 20:05:00,Wholesale,Rep-428,Western Europe
S709604300,70960,14513,2017-11-15 20:05:00,Cash,50.58,5.06,4.05,Yes,2017-12-09 20:05:00,Online,Rep-915,Western Europe
S709601374,70960,14513,2017-11-15 20:05:00,Credit Card,50.58,5.06,4.05,Yes,2017-11-24 20:05:00,Online,Rep-516,Western Europe
S709605902,70960,14513,2017-11-24 20:05:00,Bank Transfer,50.58,5.06,4.05,No,,Wholesale,Rep-610,Western Europe
S699088339,69908,13461,2017-11-01 11:32:00,Credit Card,90.41,13.56,7.23,Yes,2017-11-28 11:32:00,Wholesale,Rep-859,Northern Europe
S699083876,69908,13461,2017-11-07 11:32:00,PayPal,90.41,13.56,7.23,Yes,2017-12-06 11:32:00,Wholesale,Rep-149,Northern Europe
S699087731,69908,13461,2017-10-30 11:32:00,PayPal,90.41,13.56,7.23,Yes,2017-11-17 11:32:00,Wholesale,Rep-537,Northern Europe
S699082197,69908,13461,2017-10-25 11:32:00,Bank Transfer,90.41,13.56,7.23,No,,In-Store,Rep-981,Northern Europe
S699083275,69908,13461,2017-11-08 11:32:00,PayPal,90.41,13.56,7.23,Yes,2017-12-05 11:32:00,In-Store,Rep-570,Northern Europe
S709575930,70957,14510,2017-11-05 19:02:00,Credit Card,84.29,12.64,6.74,No,,Online,Rep-220,Western Europe
S709575499,70957,14510,2017-11-26 19:02:00,Credit Card,84.29,12.64,6.74,No,,Wholesale,Rep-797,Western Europe
S709572391,70957,14510,2017-11-30 19:02:00,PayPal,84.29,12.64,6.74,Yes,2017-12-10 19:02:00,Wholesale,Rep-298,Western Europe
S696379177,69637,13190,2017-10-31 12:35:00,Credit Card,226.02,36.17,18.08,Yes,2017-11-15 12:35:00,In-Store,Rep-308,Western Europe
S696372215,69637,13190,2017-10-28 12:35:00,Bank Transfer,226.02,36.17,18.08,No,,Online,Rep-395,Western Europe
S709553941,70955,14508,2017-11-27 18:20:00,Cash,126.44,21.5,10.12,No,,Online,Rep-877,Northern Europe
S709551880,70955,14508,2017-11-12 18:20:00,Credit Card,126.44,21.5,10.12,Yes,2017-11-18 18:20:00,Wholesale,Rep-686,Northern Europe
S709198724,70919,14472,2017-11-20 05:44:00,Cash,63.22,10.75,5.06,Yes,2017-12-10 05:44:00,In-Store,Rep-531,Southern Europe
S709193693,70919,14472,2017-11-09 05:44:00,Credit Card,63.22,10.75,5.06,No,,In-Store,Rep-519,Southern Europe
S709199190,70919,14472,2017-11-29 05:44:00,Cash,63.22,10.75,5.06,Yes,2017-12-21 05:44:00,Wholesale,Rep-338,Southern Europe
S709192122,70919,14472,2017-11-10 05:44:00,Credit Card,63.22,10.75,5.06,No,,In-Store,Rep-439,Southern Europe
S710093031,71009,14562,2017-11-09 13:15:00,Cash,50.58,8.6,4.05,Yes,2017-11-24 13:15:00,In-Store,Rep-746,Western Europe
S710099042,71009,14562,2017-11-05 13:15:00,Bank Transfer,50.58,8.6,4.05,No,,Wholesale,Rep-575,Western Europe
S710097388,71009,14562,2017-11-08 13:15:00,Credit Card,50.58,8.6,4.05,Yes,2017-12-01 13:15:00,In-Store,Rep-801,Western Europe
S710096651,71009,14562,2017-11-03 13:15:00,Cash,50.58,8.6,4.05,No,,In-Store,Rep-600,Western Europe
S710093431,71009,14562,2017-11-22 13:15:00,Bank Transfer,50.58,8.6,4.05,No,,Online,Rep-401,Western Europe
S696534809,69653,13206,2017-11-12 18:11:00,Bank Transfer,90.41,16.27,7.23,Yes,2017-11-19 18:11:00,Online,Rep-993,Northern Europe
S696539792,69653,13206,2017-10-22 18:11:00,Bank Transfer,90.41,16.27,7.23,Yes,2017-11-01 18:11:00,Online,Rep-462,Northern Europe
S696534191,69653,13206,2017-10-28 18:11:00,Cash,90.41,16.27,7.23,Yes,2017-11-21 18:11:00,In-Store,Rep-753,Northern Europe
S696531913,69653,13206,2017-11-01 18:11:00,Cash,90.41,16.27,7.23,No,,In-Store,Rep-811,Northern Europe
S696533897,69653,13206,2017-10-18 18:11:00,Credit Card,90.41,16.27,7.23,Yes,2017-11-07 18:11:00,Online,Rep-212,Northern Europe
S695276324,69527,13080,2017-10-23 22:03:00,PayPal,150.68,27.12,12.05,Yes,2017-11-13 22:03:00,Wholesale,Rep-190,Southern Europe
S695276779,69527,13080,2017-10-14 22:03:00,Credit Card,150.68,27.12,12.05,Yes,2017-11-07 22:03:00,In-Store,Rep-148,Southern Europe
S695271537,69527,13080,2017-10-23 22:03:00,Credit Card,150.68,27.12,12.05,No,,In-Store,Rep-768,Southern Europe
S710802526,71080,14633,2017-11-04 14:08:00,Credit Card,252.88,45.52,20.23,Yes,2017-11-21 14:08:00,In-Store,Rep-487,Western Europe
S705444079,70544,14097,2017-11-17 18:21:00,Bank Transfer,1500.0,300.0,120.0,No,,In-Store,Rep-979,Northern Europe
S694711620,69471,13024,2017-10-26 02:26:00,Bank Transfer,452.04,113.01,36.16,No,,In-Store,Rep-636,Northern Europe
S688794921,68879,778,2017-10-03 11:01:00,Cash,200.0,2.0,16.0,Yes,2017-10-24 11:01:00,Online,Rep-299,Western Europe
S688793005,68879,778,2017-10-03 11:01:00,Bank Transfer,200.0,2.0,16.0,No,,Wholesale,Rep-878,Western Europe
S688792749,68879,778,2017-10-03 11:01:00,Cash,200.0,2.0,16.0,Yes,2017-10-11 11:01:00,Wholesale,Rep-575,Western Europe
S688792597,68879,778,2017-10-22 11:01:00,PayPal,200.0,2.0,16.0,No,,In-Store,Rep-684,Western Europe
S688796220,68879,778,2017-10-30 11:01:00,Credit Card,200.0,2.0,16.0,Yes,2017-11-25 11:01:00,Online,Rep-610,Western Europe
S672148717,67214,7146,2017-10-08 03:42:00,Bank Transfer,20.0,0.4,1.6,No,,In-Store,Rep-702,Southern Europe
S672141130,67214,7146,2017-09-29 03:42:00,PayPal,20.0,0.4,1.6,No,,In-Store,Rep-608,Southern Europe
S672144224,67214,7146,2017-09-17 03:42:00,Bank Transfer,20.0,0.4,1.6,Yes,2017-10-13 03:42:00,In-Store,Rep-476,Southern Europe
S672141945,67214,7146,2017-09-09 03:42:00,Bank Transfer,20.0,0.4,1.6,No,,Online,Rep-856,Southern Europe
S178102677,17810,6365,2015-10-08 23:17:00,Cash,12.0,1.56,0.96,Yes,2015-10-13 23:17:00,Wholesale,Rep-470,Northern Europe
S178105010,17810,6365,2015-10-11 23:17:00,Credit Card,12.0,1.56,0.96,Yes,2015-11-10 23:17:00,In-Store,Rep-147,Northern Europe
S178109837,17810,6365,2015-09-21 23:17:00,Credit Card,12.0,1.56,0.96,Yes,2015-10-08 23:17:00,In-Store,Rep-660,Northern Europe
S178101746,17810,6365,2015-10-03 23:17:00,Bank Transfer,12.0,1.56,0.96,No,,In-Store,Rep-262,Northern Europe
S178107281,17810,6365,2015-10-08 23:17:00,PayPal,12.0,1.56,0.96,Yes,2015-10-31 23:17:00,Wholesale,Rep-396,Northern Europe
S187935558,18793,8422,2015-10-16 07:40:00,Cash,44.99,1.8,3.6,No,,Wholesale,Rep-816,Northern Europe
S651095489,65109,8524,2017-09-03 10:13:00,Credit Card,25.0,1.0,2.0,Yes,2017-09-24 10:13:00,Online,Rep-171,Western Europe
S651097272,65109,8524,2017-08-28 10:13:00,Credit Card,25.0,1.0,2.0,Yes,2017-09-05 10:13:00,In-Store,Rep-726,Western Europe
S651099107,65109,8524,2017-08-28 10:13:00,Bank Transfer,25.0,1.0,2.0,Yes,2017-09-04 10:13:00,Wholesale,Rep-406,Western Europe
S651092186,65109,8524,2017-08-16 10:13:00,Cash,25.0,1.0,2.0,No,,In-Store,Rep-241,Western Europe
S156739304,15673,3784,2015-09-02 18:35:00,Credit Card,49.99,2.5,4.0,No,,Wholesale,Rep-627,Northern Europe
S156733280,15673,3784,2015-08-24 18:35:00,PayPal,49.99,2.5,4.0,No,,Wholesale,Rep-856,Northern Europe
S181832161,18183,10519,2015-10-04 09:57:00,Credit Card,15.0,1.05,1.2,No,,In-Store,Rep-321,Western Europe
S181831043,18183,10519,2015-10-17 09:57:00,Credit Card,15.0,1.05,1.2,No,,Online,Rep-809,Western Europe
S181833270,18183,10519,2015-09-25 09:57:00,Cash,15.0,1.05,1.2,Yes,2015-10-09 09:57:00,In-Store,Rep-580,Western Europe
S202344910,20234,7132,2015-11-13 08:31:00,PayPal,25.0,2.5,2.0,Yes,2015-11-30 08:31:00,In-Store,Rep-496,Western Europe
S202349893,20234,7132,2015-11-17 08:31:00,Cash,25.0,2.5,2.0,No,,Wholesale,Rep-409,Western Europe
S202347485,20234,7132,2015-11-09 08:31:00,Bank Transfer,25.0,2.5,2.0,Yes,2015-11-22 08:31:00,Wholesale,Rep-937,Western Europe
S202347969,20234,7132,2015-11-05 08:31:00,Credit Card,25.0,2.5,2.0,No,,In-Store,Rep-793,Western Europe
S131391212,13139,3709,2015-07-29 18:49:00,Bank Transfer,99.99,12.0,8.0,Yes,2015-08-28 18:49:00,Online,Rep-867,Western Europe
S338247234,33824,1509,2016-05-20 17:42:00,Bank Transfer,26.99,1.35,2.16,No,,Online,Rep-617,US Center 
S338249205,33824,1509,2016-05-12 17:42:00,Cash,26.99,1.35,2.16,No,,Wholesale,Rep-985,US Center 
S338243884,33824,1509,2016-05-09 17:42:00,Cash,26.99,1.35,2.16,Yes,2016-06-03 17:42:00,Wholesale,Rep-545,US Center 
S338247388,33824,1509,2016-05-20 17:42:00,PayPal,26.99,1.35,2.16,Yes,2016-05-29 17:42:00,Wholesale,Rep-817,US Center 
S338243285,33824,1509,2016-05-26 17:42:00,Cash,26.99,1.35,2.16,No,,Online,Rep-327,US Center 
S313644600,31364,1636,2016-04-25 19:51:00,PayPal,59.99,4.2,4.8,No,,Wholesale,Rep-477,West of USA 
S313645239,31364,1636,2016-04-23 19:51:00,Bank Transfer,59.99,4.2,4.8,No,,Online,Rep-830,West of USA 
S313641457,31364,1636,2016-04-24 19:51:00,PayPal,59.99,4.2,4.8,Yes,2016-04-30 19:51:00,Online,Rep-866,West of USA 
S313644399,31364,1636,2016-05-01 19:51:00,Cash,59.99,4.2,4.8,Yes,2016-05-08 19:51:00,Online,Rep-177,West of USA 
S313649266,31364,1636,2016-04-23 19:51:00,Cash,59.99,4.2,4.8,Yes,2016-05-06 19:51:00,Online,Rep-856,West of USA 
S404953436,40495,2784,2016-08-18 02:51:00,PayPal,149.99,13.5,12.0,Yes,2016-09-17 02:51:00,In-Store,Rep-669,West of USA 
S404951204,40495,2784,2016-08-23 02:51:00,Bank Transfer,149.99,13.5,12.0,Yes,2016-09-01 02:51:00,In-Store,Rep-340,West of USA 
S313648562,31364,1636,2016-04-20 19:51:00,Credit Card,99.99,9.0,8.0,Yes,2016-04-27 19:51:00,Wholesale,Rep-209,West of USA 
S313648746,31364,1636,2016-04-12 19:51:00,PayPal,99.99,9.0,8.0,No,,Online,Rep-736,West of USA 
S313641699,31364,1636,2016-04-27 19:51:00,Bank Transfer,99.99,9.0,8.0,No,,Online,Rep-568,West of USA 
S345063628,34506,9174,2016-06-05 16:38:00,PayPal,179.97,9.0,14.4,Yes,2016-06-28 16:38:00,In-Store,Rep-257,West of USA 
S336078105,33607,122,2016-05-11 13:40:00,Bank Transfer,44.99,3.15,3.6,No,,Wholesale,Rep-999,West of USA 
S336074940,33607,122,2016-05-23 13:40:00,PayPal,44.99,3.15,3.6,Yes,2016-05-31 13:40:00,In-Store,Rep-859,West of USA 
S336077283,33607,122,2016-05-21 13:40:00,Credit Card,44.99,3.15,3.6,Yes,2016-06-07 13:40:00,Wholesale,Rep-224,West of USA 
S336075303,33607,122,2016-05-30 13:40:00,Bank Transfer,44.99,3.15,3.6,Yes,2016-06-27 13:40:00,Online,Rep-267,West of USA 
S326172677,32617,3800,2016-05-02 02:50:00,Bank Transfer,179.97,21.6,14.4,Yes,2016-05-30 02:50:00,Online,Rep-116,East of USA
S374961501,37496,10029,2016-07-11 08:10:00,Bank Transfer,119.97,1.2,9.6,No,,Wholesale,Rep-722,US Center 
S326175414,32617,3800,2016-04-23 02:50:00,Credit Card,75.0,1.5,6.0,No,,Wholesale,Rep-203,East of USA
S490752253,49075,2805,2016-12-25 08:48:00,Cash,75.0,9.0,6.0,Yes,2017-01-14 08:48:00,Online,Rep-312,Canada
S490756149,49075,2805,2017-01-15 08:48:00,PayPal,75.0,9.0,6.0,Yes,2017-01-20 08:48:00,Wholesale,Rep-198,Canada
S338248257,33824,1509,2016-05-15 17:42:00,Credit Card,37.5,4.5,3.0,Yes,2016-06-12 17:42:00,Wholesale,Rep-869,US Center 
S338244812,33824,1509,2016-05-12 17:42:00,Bank Transfer,37.5,4.5,3.0,Yes,2016-05-25 17:42:00,In-Store,Rep-108,US Center 
S338249664,33824,1509,2016-05-23 17:42:00,Cash,37.5,4.5,3.0,No,,In-Store,Rep-652,US Center 
S338248909,33824,1509,2016-05-27 17:42:00,Credit Card,37.5,4.5,3.0,Yes,2016-06-13 17:42:00,In-Store,Rep-240,US Center 
S490754452,49075,2805,2017-01-05 08:48:00,Cash,37.5,4.88,3.0,Yes,2017-01-16 08:48:00,Wholesale,Rep-674,Canada
S490758464,49075,2805,2017-01-10 08:48:00,Cash,37.5,4.88,3.0,No,,Online,Rep-753,Canada
S490757010,49075,2805,2016-12-26 08:48:00,Credit Card,37.5,4.88,3.0,No,,Online,Rep-587,Canada
S490755934,49075,2805,2017-01-04 08:48:00,Bank Transfer,37.5,4.88,3.0,Yes,2017-01-15 08:48:00,Wholesale,Rep-258,Canada
S416232293,41623,12253,2016-09-28 14:02:00,Bank Transfer,29.99,5.1,2.4,Yes,2016-10-21 14:02:00,In-Store,Rep-302,Canada
S416237654,41623,12253,2016-09-10 14:02:00,Bank Transfer,29.99,5.1,2.4,Yes,2016-10-02 14:02:00,Wholesale,Rep-376,Canada
S416231029,41623,12253,2016-09-18 14:02:00,Credit Card,29.99,5.1,2.4,Yes,2016-09-25 14:02:00,Online,Rep-932,Canada
S416234578,41623,12253,2016-09-04 14:02:00,PayPal,29.99,5.1,2.4,Yes,2016-09-12 14:02:00,Online,Rep-276,Canada
S392716704,39271,3528,2016-08-01 06:01:00,Credit Card,29.99,5.1,2.4,No,,In-Store,Rep-305,East of USA
S392711643,39271,3528,2016-08-18 06:01:00,Cash,29.99,5.1,2.4,Yes,2016-08-31 06:01:00,Online,Rep-597,East of USA
S392715205,39271,3528,2016-08-06 06:01:00,Bank Transfer,29.99,5.1,2.4,No,,In-Store,Rep-212,East of USA
S392711875,39271,3528,2016-08-15 06:01:00,Bank Transfer,29.99,5.1,2.4,Yes,2016-09-08 06:01:00,In-Store,Rep-694,East of USA
S385981399,38598,11018,2016-08-10 10:14:00,Credit Card,37.49,0.38,3.0,Yes,2016-08-19 10:14:00,In-Store,Rep-510,US Center 
S385989912,38598,11018,2016-07-30 10:14:00,Bank Transfer,37.49,0.38,3.0,No,,In-Store,Rep-121,US Center 
S378458073,37845,3222,2016-07-10 10:26:00,Bank Transfer,11.99,1.92,0.96,Yes,2016-07-24 10:26:00,Online,Rep-739,US Center 
S378451615,37845,3222,2016-07-08 10:26:00,Cash,11.99,1.92,0.96,Yes,2016-07-23 10:26:00,Online,Rep-972,US Center 
S378456353,37845,3222,2016-07-15 10:26:00,Bank Transfer,11.99,1.92,0.96,No,,Online,Rep-739,US Center 
S378452694,37845,3222,2016-08-02 10:26:00,Bank Transfer,11.99,1.92,0.96,No,,In-Store,Rep-585,US Center 
S423313725,42331,6246,2016-10-07 22:05:00,PayPal,239.96,12.0,19.2,Yes,2016-10-30 22:05:00,In-Store,Rep-594,East Africa
S413452482,41345,8741,2016-08-29 12:38:00,Cash,119.98,18.0,9.6,Yes,2016-09-28 12:38:00,Online,Rep-233,North Africa
S413459075,41345,8741,2016-08-28 12:38:00,Bank Transfer,119.98,18.0,9.6,Yes,2016-09-16 12:38:00,Wholesale,Rep-263,North Africa
S511685297,51168,8050,2017-02-05 22:04:00,Credit Card,66.67,0.0,5.33,No,,Online,Rep-383,West Africa
S511685851,51168,8050,2017-01-21 22:04:00,Credit Card,66.67,0.0,5.33,No,,Wholesale,Rep-698,West Africa
S511688947,51168,8050,2017-01-29 22:04:00,Credit Card,66.67,0.0,5.33,No,,In-Store,Rep-849,West Africa
S511686402,51168,8050,2017-01-20 22:04:00,Credit Card,31.99,0.64,2.56,No,,Wholesale,Rep-449,West Africa
S511683174,51168,8050,2017-02-09 22:04:00,Bank Transfer,31.99,0.64,2.56,Yes,2017-02-25 22:04:00,Wholesale,Rep-567,West Africa
S511687332,51168,8050,2017-02-05 22:04:00,Cash,31.99,0.64,2.56,No,,Wholesale,Rep-408,West Africa
S511689015,51168,8050,2017-01-27 22:04:00,Credit Card,31.99,0.64,2.56,No,,In-Store,Rep-522,West Africa
S511687274,51168,8050,2017-01-27 22:04:00,Credit Card,31.99,0.64,2.56,No,,Wholesale,Rep-516,West Africa
S435992062,43599,5474,2016-10-07 10:19:00,Credit Card,200.0,11.0,16.0,No,,In-Store,Rep-940,North Africa
S419017874,41901,474,2016-09-20 15:26:00,Credit Card,19.99,4.0,1.6,Yes,2016-10-17 15:26:00,Wholesale,Rep-792,West Africa
S419019107,41901,474,2016-09-29 15:26:00,PayPal,19.99,4.0,1.6,Yes,2016-10-28 15:26:00,Wholesale,Rep-972,West Africa
S419012253,41901,474,2016-09-23 15:26:00,Cash,19.99,4.0,1.6,Yes,2016-10-22 15:26:00,In-Store,Rep-327,West Africa
S419013322,41901,474,2016-09-20 15:26:00,PayPal,19.99,4.0,1.6,No,,In-Store,Rep-405,West Africa
S419016972,41901,474,2016-10-02 15:26:00,Cash,19.99,4.0,1.6,Yes,2016-10-17 15:26:00,In-Store,Rep-604,West Africa
S427511158,42751,12255,2016-10-05 01:13:00,PayPal,79.99,7.2,6.4,No,,Wholesale,Rep-123,East Africa
S427511833,42751,12255,2016-10-05 01:13:00,Bank Transfer,79.99,7.2,6.4,Yes,2016-10-18 01:13:00,Online,Rep-733,East Africa
S427514302,42751,12255,2016-10-04 01:13:00,PayPal,79.99,7.2,6.4,Yes,2016-10-30 01:13:00,Online,Rep-657,East Africa
