Competitor Id,Competitor Name,Market,Product Name,Category Name,Sales Volume,Revenue,Profit Margin,Customer Satisfaction,Marketing Channel,Promotion Strategy,Shipping Efficiency,Return Rate,Customer Loyalty Index,Advertising Budget,Competitor Store Type,Product Availability
27,Elite Market,Pacific Asia,insta-bed Neverflat Air Mattress,DVDs,25526,210172.95,24.28,51,SEO,Loyalty Programs,7.11,3.16,85,37658.88,Physical,78.62
5,Global Distributors,LATAM,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,Men's Footwear,47513,388912.91,11.44,60,Email Marketing,Bundle Offers,5.03,6.68,61,42286.2,Physical,89.94
22,Premier Shop,Africa,Rock music,Music,9039,287956.76,12.52,96,Social Media,Loyalty Programs,3.3,2.6,80,45745.6,Physical,89.08
7,Epsilon Outlet,USCA,LIJA Women's Argyle Golf Polo,Girls' Apparel,6086,377809.82,5.2,97,Affiliate,Flash Sales,2.93,1.63,67,18110.08,Hybrid,82.49
32,Global Market,Africa,Top Flite Women's 2014 XL Hybrid,Accessories,17639,53547.26,18.6,58,Content Marketing,Bundle Offers,9.95,9.11,59,10375.79,Hybrid,98.13
42,Gamma Mart,USCA,Fighting video games,Women's Clothing,14653,207670.17,10.72,89,PPC,Bundle Offers,6.67,3.49,62,45529.77,Physical,95.97
17,Epsilon Store,USCA,Pelican Maverick 100X Kayak,Health and Beauty,31138,388967.94,19.01,60,Content Marketing,Loyalty Programs,8.22,5.47,52,42872.95,Online,90.26
1,Global Retailers,LATAM,Garmin Approach S3 Golf GPS Watch,Men's Footwear,47153,473943.98,6.61,62,SEO,Discounts,6.68,2.9,99,21433.34,Hybrid,85.26
30,United Traders,Europe,Team Golf Pittsburgh Steelers Putter Grip,Boxing & MMA,31056,157958.53,20.41,65,Email Marketing,Flash Sales,8.75,8.49,54,37268.48,Physical,73.25
8,Gamma Outlet,Europe,Mio ALPHA Heart Rate Monitor/Sport Watch,CDs ,20485,400264.92,8.05,86,SEO,,5.62,6.7,100,44447.15,Hybrid,88.7
3,United Shop,Europe,Garmin Approach S3 Golf GPS Watch,Cameras ,20185,177112.34,10.67,62,SEO,Flash Sales,1.48,8.03,73,41922.06,Hybrid,84.24
16,Beta Traders,USCA,Team Golf St. Louis Cardinals Putter Grip,Garden,45284,136497.91,13.16,79,Social Media,Flash Sales,8.64,8.26,53,35617.76,Online,71.12
16,Beta Distributors,Africa,Brooks Women's Ghost 6 Running Shoe,Lacrosse,22330,93736.78,5.18,87,SEO,Discounts,8.02,2.55,91,27092.04,Hybrid,86.34
36,Elite Retailers,LATAM,GolfBuddy VT3 GPS Watch,Men's Footwear,23834,57513.99,10.55,89,Content Marketing,Loyalty Programs,9.66,9.75,67,37162.78,Hybrid,88.99
1,Alpha Mart,USCA,Adult dog supplies,Women's Apparel,28215,287354.1,17.87,82,Email Marketing,Bundle Offers,9.7,2.04,97,43483.43,Physical,77.75
35,Omega Traders,USCA,Garmin Approach S4 Golf GPS Watch,Trade-In,39087,471784.66,6.46,93,PPC,,5.1,2.58,69,25821.1,Physical,86.75
31,Epsilon Shop,LATAM,Glove It Women's Mod Oval Golf Glove,Tennis & Racquet,35958,327662.16,20.37,56,SEO,Loyalty Programs,4.04,2.94,75,5751.23,Online,75.36
14,Alpha Store,LATAM,CDs of rock,Tennis & Racquet,28380,82885.69,24.63,95,Content Marketing,Loyalty Programs,6.38,7.07,86,36588.06,Physical,72.22
19,Omega Market,Pacific Asia,adidas Men's Germany Black Crest Away Tee,CDs ,27103,417951.8,14.27,52,Affiliate,Discounts,2.36,4.65,74,43601.8,Physical,75.44
19,Omega Outlet,Africa,Top Flite Women's 2014 XL Hybrid,Electronics,4246,402526.85,17.12,63,Email Marketing,Bundle Offers,2.88,3.23,63,39114.77,Online,88.72
14,Omega Traders,Africa,adidas Youth Germany Black/Red Away Match Soc,Books ,14497,300390.95,8.6,54,Content Marketing,Discounts,8.11,8.72,54,17719.79,Hybrid,79.97
20,Global Market,Africa,Top Flite Women's 2014 XL Hybrid,Music,40433,315357.81,23.99,82,PPC,Discounts,9.71,8.58,85,9554.69,Online,79.25
32,Global Traders,USCA,TaylorMade Women's RBZ SL Rescue,Girls' Apparel,20808,135638.09,7.81,84,PPC,,7.1,5.08,82,35483.56,Physical,76.28
30,Premier Shop,Pacific Asia,LIJA Women's Button Golf Dress,Women's Apparel,25752,63731.92,6.41,97,Email Marketing,Flash Sales,3.65,7.14,73,43256.24,Physical,88.69
15,Alpha Retailers,USCA,Under Armour Women's Ignite PIP VI Slide,Girls' Apparel,2765,382855.26,9.28,69,Social Media,Bundle Offers,5.37,7.74,93,33834.56,Online,80.21
47,Alpha Distributors,Africa,adidas Men's Germany Black Crest Away Tee,Pet Supplies,37129,96067.03,5.81,61,Affiliate,Flash Sales,4.96,3.03,53,35237.79,Physical,85.88
34,Premier Shop,Africa,Titleist Pro V1x High Numbers Golf Balls,Computers,10654,68382.16,22.38,63,Affiliate,Bundle Offers,6.44,6.79,68,49199.73,Physical,85.02
49,Elite Mart,Africa,Top Flite Women's 2014 XL Hybrid,Golf Balls,32660,288490.12,24.33,88,Social Media,Flash Sales,6.61,2.0,95,48223.0,Hybrid,95.13
48,Gamma Mart,LATAM,GolfBuddy VT3 GPS Watch,Fishing,32813,225183.32,20.93,67,PPC,Discounts,5.15,2.16,75,23637.04,Physical,82.69
23,Gamma Mart,LATAM,The North Face Women's Recon Backpack,Golf Shoes,6170,472355.07,8.46,79,SEO,Discounts,6.65,6.26,79,22002.9,Online,89.89
16,Alpha Store,Africa,Nike Men's CJ Elite 2 TD Football Cleat,Fitness Accessories,17390,289777.38,17.5,96,Affiliate,Bundle Offers,4.32,4.94,92,11187.32,Hybrid,93.45
35,United Distributors,Africa,Pelican Maverick 100X Kayak,Golf Gloves,34238,454862.38,21.96,72,Affiliate,Discounts,2.23,0.37,66,12298.24,Hybrid,77.63
40,Omega Outlet,Africa,Web Camera,Accessories,29031,476430.91,16.25,70,PPC,Flash Sales,9.0,0.3,87,45243.86,Hybrid,93.42
41,United Mart,USCA,Titleist Pro V1x Golf Balls,Girls' Apparel,49725,315399.44,15.83,64,PPC,,5.59,3.65,57,33624.45,Hybrid,96.5
13,Delta Store,LATAM,adidas Men's Germany Black Crest Away Tee,Electronics,2667,258415.0,19.12,75,Affiliate,Discounts,7.35,6.14,76,34239.46,Online,90.71
35,Omega Distributors,Pacific Asia,Children's heaters,Women's Apparel,34938,486313.49,13.74,94,Affiliate,Flash Sales,1.92,9.99,51,11669.9,Hybrid,72.87
47,Premier Market,Africa,adidas Youth Germany Black/Red Away Match Soc,Children's Clothing,10510,388042.01,6.02,88,Email Marketing,Bundle Offers,5.76,5.19,82,46538.89,Online,79.18
11,Elite Traders,USCA,Diamondback Women's Serene Classic Comfort Bi,Boxing & MMA,36195,338003.84,7.64,78,SEO,Bundle Offers,3.2,4.85,68,19627.3,Online,94.95
26,Gamma Shop,LATAM,Nike Men's Comfort 2 Slide,Consumer Electronics,35516,332803.13,8.44,99,Email Marketing,Loyalty Programs,6.4,4.96,67,38163.45,Physical,96.07
42,Alpha Market,LATAM,Under Armour Kids' Mercenary Slide,Water Sports,23504,154293.69,18.37,90,Email Marketing,Bundle Offers,5.22,6.25,58,22269.34,Online,78.44
40,Beta Mart,LATAM,LIJA Women's Argyle Golf Polo,Books ,47841,252519.79,18.67,67,Affiliate,Bundle Offers,2.13,5.02,73,6387.92,Hybrid,96.95
28,Elite Outlet,Pacific Asia,Nike Men's Comfort 2 Slide,Video Games,38413,265655.68,19.79,72,SEO,Flash Sales,8.76,8.22,69,37585.08,Hybrid,82.41
30,Elite Market,Africa,Nike Men's Fingertrap Max Training Shoe,Fitness Accessories,13722,128834.29,22.72,84,PPC,Discounts,6.27,9.78,89,46103.54,Hybrid,86.27
7,Alpha Distributors,LATAM,Perfect Fitness Perfect Rip Deck,Boxing & MMA,42453,121814.84,20.54,54,Content Marketing,Flash Sales,4.7,3.76,89,42697.42,Hybrid,93.77
15,Premier Market,LATAM,DVDs ,Strength Training,41229,284445.88,12.24,56,PPC,Flash Sales,9.49,2.54,92,22447.55,Physical,79.86
25,Global Market,Pacific Asia,Titleist Pro V1 High Numbers Personalized Gol,Women's Golf Clubs,32432,81490.64,23.06,57,SEO,,1.05,6.49,58,29767.38,Hybrid,80.42
36,Premier Market,LATAM,Titleist Pro V1 High Numbers Personalized Gol,Cleats,11028,136001.69,6.58,87,Content Marketing,Bundle Offers,7.71,8.14,69,23189.39,Physical,85.56
42,Gamma Traders,LATAM,Bag Boy M330 Push Cart,Hockey,38317,395851.98,24.0,51,Content Marketing,Flash Sales,4.33,8.17,69,5790.01,Hybrid,82.11
37,Epsilon Mart,LATAM,Team Golf Pittsburgh Steelers Putter Grip,Girls' Apparel,34322,77892.66,6.15,88,SEO,Bundle Offers,1.75,7.97,70,43580.88,Online,89.32
38,Delta Retailers,LATAM,ENO Atlas Hammock Straps,As Seen on  TV!,44873,384672.37,21.98,97,PPC,Discounts,8.01,7.33,54,38125.64,Physical,86.52
32,Global Retailers,LATAM,Bridgestone e6 Straight Distance NFL San Dieg,Baby ,28462,297974.93,19.31,73,Social Media,,9.27,3.16,97,18944.51,Hybrid,96.97
15,Gamma Shop,Africa,Merrell Women's Siren Mid Waterproof Hiking B,Pet Supplies,7646,372182.75,24.76,82,Content Marketing,,7.69,6.65,74,33977.39,Hybrid,72.47
2,Delta Mart,Africa,adidas Men's Germany Black Crest Away Tee,Garden,13521,283648.4,5.9,64,Email Marketing,Loyalty Programs,4.93,2.47,79,17063.18,Physical,74.86
34,United Distributors,Pacific Asia,Baby sweater,Baseball & Softball,46940,57448.85,12.44,82,PPC,Loyalty Programs,7.83,6.19,53,23286.51,Physical,71.94
50,Alpha Shop,LATAM,Baby sweater,Books ,8384,243988.7,6.45,65,Affiliate,,4.89,0.63,66,47728.08,Hybrid,71.68
32,Premier Market,Africa,Team Golf Texas Longhorns Putter Grip,Consumer Electronics,10055,167206.74,5.99,100,Content Marketing,Bundle Offers,8.38,0.78,100,18784.44,Hybrid,84.09
6,Global Mart,Europe,LIJA Women's Argyle Golf Polo,Pet Supplies,48517,97210.9,22.9,56,Content Marketing,Bundle Offers,1.95,2.12,88,12014.42,Online,84.74
47,Alpha Store,Pacific Asia,Titleist Pro V1x Golf Balls,Hunting & Shooting,16092,432588.79,17.76,56,Content Marketing,Discounts,4.85,7.66,78,17021.22,Physical,73.02
1,Omega Shop,Africa,Under Armour Women's Ignite Slide,Sporting Goods,23086,434171.93,9.85,57,SEO,,4.61,0.83,89,14211.73,Physical,77.63
27,Global Shop,Africa,Top Flite Women's 2014 XL Hybrid,Cameras ,7665,53919.77,11.67,55,PPC,Loyalty Programs,7.9,4.52,95,16856.02,Physical,98.43
46,Alpha Mart,USCA,Porcelain crafts,Women's Golf Clubs,48881,408982.96,22.81,54,Email Marketing,Loyalty Programs,4.91,4.7,70,7079.52,Physical,75.4
20,Alpha Store,USCA,Under Armour Women's Ignite Slide,Hockey,25740,347919.1,7.75,68,SEO,Discounts,3.08,8.9,70,34614.13,Hybrid,87.66
47,Alpha Retailers,Europe,Nike Women's Tempo Shorts,Women's Apparel,34587,266967.52,12.75,70,Email Marketing,,8.52,2.8,78,33311.15,Online,89.25
3,Epsilon Shop,Pacific Asia,Team Golf New England Patriots Putter Grip,CDs ,2723,462070.26,13.91,82,SEO,Discounts,4.89,1.05,60,47711.0,Online,97.21
23,United Outlet,USCA,adidas Kids' F5 Messi FG Soccer Cleat,Music,14775,269321.88,14.53,78,Content Marketing,Flash Sales,6.03,2.32,86,17664.0,Hybrid,80.48
49,Omega Distributors,USCA,Team Golf New England Patriots Putter Grip,Fitness Accessories,6083,421228.47,15.6,57,Email Marketing,Discounts,4.85,0.03,93,9883.38,Physical,80.37
41,Premier Shop,Europe,Garmin Approach S4 Golf GPS Watch,Tennis & Racquet,9167,492045.29,5.28,89,Email Marketing,Loyalty Programs,3.65,2.15,68,41329.96,Online,85.13
26,Beta Traders,LATAM,Nike Men's Comfort 2 Slide,Lacrosse,32090,281141.25,22.37,50,SEO,Loyalty Programs,3.73,1.26,86,49457.82,Hybrid,89.03
39,Epsilon Market,Pacific Asia,Brooks Women's Ghost 6 Running Shoe,Indoor/Outdoor Games,45482,321267.53,12.3,95,Email Marketing,Bundle Offers,3.69,6.2,89,48567.27,Online,87.7
5,Delta Store,Pacific Asia,TaylorMade 2014 Purelite Stand Bag,Pet Supplies,25089,379979.01,24.7,87,Content Marketing,Loyalty Programs,5.75,4.71,89,36810.92,Physical,94.85
39,Premier Outlet,Pacific Asia,Glove It Women's Mod Oval 3-Zip Carry All Gol,Tennis & Racquet,38745,319654.24,6.84,84,Email Marketing,Bundle Offers,4.18,2.9,99,30240.49,Hybrid,71.07
42,Gamma Traders,USCA,Under Armour Women's Ignite Slide,Golf Gloves,3856,58148.83,15.7,57,SEO,,6.0,8.44,81,38052.19,Physical,75.73
41,Delta Shop,Europe,Glove It Women's Imperial Golf Glove,Basketball,24306,399004.73,19.51,56,Affiliate,Flash Sales,1.65,4.75,89,9637.96,Physical,88.16
25,United Distributors,Africa,Industrial consumer electronics,Men's Golf Clubs,37013,78171.51,24.18,77,Social Media,Flash Sales,9.38,3.47,55,43947.4,Hybrid,70.49
7,Gamma Market,Europe,Brooks Women's Ghost 6 Running Shoe,Baby ,20487,178695.46,7.19,88,PPC,Discounts,6.23,1.03,99,45556.97,Online,70.07
43,Global Outlet,Africa,Total Gym 1400,Golf Gloves,30489,70457.99,9.88,90,Content Marketing,Loyalty Programs,9.25,0.79,91,9695.41,Physical,94.84
12,Global Distributors,USCA,GoPro HERO3+ Black Edition Camera,Water Sports,36666,198738.66,21.32,77,Affiliate,Flash Sales,2.42,2.1,82,11854.46,Physical,74.49
15,Elite Store,USCA,Bowflex SelectTech 1090 Dumbbells,As Seen on  TV!,46935,432650.13,6.76,97,PPC,Discounts,7.32,9.77,63,45479.28,Hybrid,86.07
32,Delta Retailers,USCA,Team Golf San Francisco Giants Putter Grip,Trade-In,21436,128006.28,24.53,67,Social Media,,9.67,0.98,60,29718.99,Online,97.34
30,Alpha Shop,Europe,Bag Boy M330 Push Cart,Hockey,41220,367609.65,22.17,94,Affiliate,,4.59,4.69,84,18945.7,Hybrid,97.7
25,Alpha Distributors,USCA,Hirzl Women's Soffft Flex Golf Glove,Golf Apparel,37499,208083.81,9.69,96,PPC,Bundle Offers,8.79,1.95,71,30777.72,Physical,82.92
47,Global Shop,Pacific Asia,Nike Men's Dri-FIT Victory Golf Polo,As Seen on  TV!,34710,154563.24,21.66,81,PPC,Discounts,1.74,4.67,95,39017.6,Online,74.79
21,Elite Mart,Pacific Asia,Glove It Women's Mod Oval Golf Glove,Girls' Apparel,29992,210574.71,11.58,78,Content Marketing,,5.93,1.12,51,15455.76,Hybrid,80.79
44,United Distributors,Europe,Elevation Training Mask 2.0,Women's Clothing,37931,180784.02,17.57,54,Social Media,Discounts,7.11,7.57,99,36865.75,Hybrid,84.72
39,Alpha Traders,USCA,Diamondback Boys' Insight 24 Performance Hybr,Baseball & Softball,47604,60981.92,21.7,70,Social Media,Loyalty Programs,1.65,4.66,54,6189.54,Hybrid,96.51
33,Delta Market,Pacific Asia,LIJA Women's Eyelet Sleeveless Golf Polo,Cameras ,6949,488952.66,24.71,79,SEO,Flash Sales,2.9,7.67,72,48137.09,Online,85.06
34,Global Store,LATAM,LIJA Women's Mid-Length Panel Golf Shorts,Fishing,23234,134879.44,16.12,97,Content Marketing,Loyalty Programs,5.32,4.28,60,13050.56,Hybrid,82.3
23,Omega Outlet,Europe,Porcelain crafts,Fishing,31801,407079.31,10.13,80,PPC,Discounts,2.86,4.79,54,28691.5,Online,70.41
6,Delta Mart,USCA,Titleist Pro V1x High Numbers Golf Balls,DVDs,15568,481178.22,13.28,87,Email Marketing,Loyalty Programs,3.61,7.51,95,30885.16,Hybrid,77.06
6,Premier Store,Europe,insta-bed Neverflat Air Mattress,Toys,11216,92422.86,8.85,76,Affiliate,Bundle Offers,3.57,6.1,72,41141.77,Hybrid,85.95
21,Gamma Store,LATAM,Glove It Women's Imperial Golf Glove,Books ,32546,127128.36,20.82,96,PPC,Flash Sales,5.35,5.81,96,23087.5,Physical,98.1
43,Global Traders,USCA,Under Armour Girls' Toddler Spine Surge Runni,Tennis & Racquet,10110,76243.83,21.47,78,SEO,Discounts,4.71,2.74,86,16903.79,Online,73.46
41,Alpha Store,Africa,Nike Men's Free TR 5.0 TB Training Shoe,Hockey,36401,447971.52,9.65,93,Social Media,Loyalty Programs,9.99,7.31,58,22122.49,Hybrid,74.23
29,Premier Store,Pacific Asia,Fitbit The One Wireless Activity & Sleep Trac,Sporting Goods,23523,235521.42,19.4,85,Email Marketing,Discounts,7.04,7.15,90,46195.03,Physical,93.96
45,Gamma Store,LATAM,Nike Women's Tempo Shorts,Basketball,24876,165374.96,23.9,71,SEO,Discounts,6.41,1.42,84,6900.86,Hybrid,75.17
24,Omega Retailers,USCA,Stiga Master Series ST3100 Competition Indoor,Trade-In,10450,392119.27,10.85,75,SEO,Discounts,3.23,2.67,63,43027.13,Physical,82.22
27,Beta Market,Africa,Nike Men's Free TR 5.0 TB Training Shoe,Tennis & Racquet,15522,360272.62,18.24,76,SEO,,4.09,1.53,54,34922.07,Online,93.07
17,Elite Traders,Europe,adidas Men's F10 Messi TRX FG Soccer Cleat,Cardio Equipment,24997,466119.24,21.2,93,SEO,Discounts,3.51,2.4,99,8521.14,Physical,84.6
3,Premier Mart,Pacific Asia,Titleist Pro V1x Golf Balls,Baseball & Softball,6930,482814.02,13.9,70,Content Marketing,Discounts,3.38,9.97,58,31296.99,Physical,84.24
43,Alpha Shop,Pacific Asia,Under Armour Women's Micro G Skulpt Running S,Golf Gloves,28366,310872.78,22.78,76,Email Marketing,Bundle Offers,8.77,2.47,97,8733.8,Online,73.69
6,Beta Traders,LATAM,O'Brien Men's Neoprene Life Vest,Cardio Equipment,49760,397581.98,7.65,58,Social Media,Discounts,4.77,0.95,77,43664.25,Online,97.07
45,Gamma Store,Africa,Titleist Pro V1x High Numbers Personalized Go,Kids' Golf Clubs,48232,336123.59,21.84,57,Email Marketing,Loyalty Programs,9.06,7.14,59,47033.43,Hybrid,86.88
13,Global Mart,USCA,Ogio Race Golf Shoes,Indoor/Outdoor Games,14097,158884.97,5.36,64,Email Marketing,Flash Sales,2.78,4.13,71,18959.36,Hybrid,97.25
32,Delta Mart,USCA,Glove It Women's Mod Oval 3-Zip Carry All Gol,Women's Clothing,16675,239015.23,13.78,75,SEO,,7.87,1.84,53,41501.25,Online,98.22
43,Beta Store,Europe,adidas Brazuca 2014 Official Match Ball,Computers,17337,299569.52,8.89,54,Affiliate,Flash Sales,8.57,1.02,94,42969.3,Hybrid,83.12
10,Alpha Retailers,Europe,Web Camera,Water Sports,28761,215748.99,22.15,56,Content Marketing,Flash Sales,2.19,5.2,61,45193.27,Hybrid,71.24
42,Beta Distributors,USCA,Under Armour Women's Ignite PIP VI Slide,Men's Golf Clubs,17476,357832.43,16.6,66,Social Media,Loyalty Programs,4.09,2.37,61,17164.38,Physical,72.92
35,Omega Shop,Africa,TaylorMade 2014 Purelite Stand Bag,Lacrosse,16317,450058.83,15.23,53,PPC,Flash Sales,7.14,7.36,54,11940.28,Online,90.89
11,Epsilon Market,Africa,Merrell Women's Grassbow Sport Hiking Shoe,Men's Clothing,13373,291893.37,21.09,81,SEO,Loyalty Programs,4.94,3.49,75,15082.32,Hybrid,71.56
36,Alpha Distributors,LATAM,MDGolf Pittsburgh Penguins Putter,Women's Apparel,2697,394094.28,23.61,64,Social Media,Bundle Offers,4.18,5.05,100,43683.58,Physical,93.5
35,Epsilon Store,LATAM,Perfect Fitness Perfect Rip Deck,As Seen on  TV!,37636,476921.37,21.24,70,Email Marketing,Loyalty Programs,6.83,0.09,59,32698.12,Physical,81.19
40,Omega Distributors,LATAM,Pelican Maverick 100X Kayak,Boxing & MMA,27788,312971.37,21.06,60,PPC,Flash Sales,4.03,2.03,70,40483.16,Physical,80.05
49,Gamma Traders,USCA,adidas Men's Germany Black Crest Away Tee,Golf Gloves,39826,481765.71,7.56,63,Content Marketing,Discounts,5.72,1.87,55,39478.7,Physical,87.13
34,United Outlet,USCA,Glove It Urban Brick Golf Towel,Computers,34099,101000.16,11.82,92,Content Marketing,Flash Sales,5.98,3.89,79,23130.01,Hybrid,76.24
45,Premier Traders,Africa,LIJA Women's Mid-Length Panel Golf Shorts,Hunting & Shooting,45464,223649.96,10.37,77,Affiliate,Loyalty Programs,6.83,7.62,92,26354.23,Hybrid,95.62
4,Epsilon Retailers,Africa,Cleveland Golf Women's 588 RTX CB Satin Chrom,Trade-In,49713,265609.93,15.27,81,Social Media,Loyalty Programs,5.72,2.71,60,21892.52,Online,98.46
13,Premier Outlet,Europe,Adult dog supplies,Fitness Accessories,10008,267097.97,9.21,76,Social Media,Loyalty Programs,2.95,6.63,67,7251.99,Online,94.73
22,Elite Market,Europe,Garmin Forerunner 910XT GPS Watch,CDs ,30713,141384.33,18.94,74,Affiliate,Loyalty Programs,3.31,3.37,60,16719.7,Online,81.12
41,Elite Retailers,Africa,Titleist Pro V1x High Numbers Personalized Go,Golf Apparel,9773,457755.72,15.91,75,Social Media,Flash Sales,7.53,4.18,72,34539.5,Physical,89.02
16,Elite Traders,Pacific Asia,Polar FT4 Heart Rate Monitor,Women's Apparel,42284,200384.67,23.19,94,Affiliate,Discounts,3.2,7.35,67,19176.69,Online,84.23
15,United Retailers,Pacific Asia,Titleist Pro V1 High Numbers Personalized Gol,Crafts,4321,67823.99,19.53,66,PPC,Loyalty Programs,5.51,2.38,73,12414.17,Online,78.45
28,Omega Outlet,Pacific Asia,MDGolf Pittsburgh Penguins Putter,CDs ,41072,309346.86,24.3,52,SEO,Loyalty Programs,5.7,6.18,61,48012.13,Physical,98.28
42,Beta Retailers,Pacific Asia,Nike Men's Deutschland Weltmeister Winners Bl,Cardio Equipment,8851,77737.73,11.94,77,SEO,Loyalty Programs,7.16,6.48,65,9568.19,Online,86.35
38,Elite Distributors,Africa,Nike Men's Kobe IX Elite Low Basketball Shoe,Sporting Goods,34644,184405.8,15.89,89,SEO,Bundle Offers,7.38,2.11,79,11185.78,Online,81.26
39,Elite Shop,LATAM,Nike Women's Tempo Shorts,Health and Beauty,42538,68318.71,18.3,67,SEO,Flash Sales,2.62,4.91,73,44599.26,Physical,74.06
23,Alpha Market,USCA,LIJA Women's Button Golf Dress,As Seen on  TV!,38935,109302.86,20.83,52,Affiliate,Flash Sales,1.04,7.49,92,10695.86,Online,84.35
34,United Distributors,Pacific Asia,The North Face Women's Recon Backpack,Golf Balls,32844,320994.77,9.95,87,PPC,Bundle Offers,2.39,7.33,54,27587.47,Physical,93.86
45,United Market,LATAM,MDGolf Pittsburgh Penguins Putter,Health and Beauty,23349,323599.59,17.02,65,Affiliate,Loyalty Programs,6.93,7.94,61,41812.42,Hybrid,80.99
18,Gamma Distributors,USCA,Brooks Women's Ghost 6 Running Shoe,Cameras ,17197,76949.74,19.79,100,Content Marketing,,3.56,8.95,87,31939.21,Hybrid,72.52
6,Epsilon Market,Africa,adidas Men's F10 Messi TRX FG Soccer Cleat,Golf Shoes,43525,251228.42,22.39,60,Affiliate,Bundle Offers,1.32,4.69,76,12802.58,Physical,94.36
35,Omega Market,LATAM,Bushnell Pro X7 Jolt Slope Rangefinder,Music,41109,193414.96,12.04,69,Affiliate,Discounts,1.43,2.07,61,18480.68,Online,94.49
33,Delta Store,Pacific Asia,Nike Women's Free 5.0 TR FIT PRT 4 Training S,Hunting & Shooting,21399,454101.88,10.34,69,SEO,,2.15,1.52,83,46842.17,Hybrid,92.59
12,Omega Shop,USCA,Under Armour Men's Tech II T-Shirt,Indoor/Outdoor Games,22455,113636.34,10.71,54,SEO,Discounts,9.61,4.75,78,44897.28,Hybrid,70.28
15,Gamma Mart,Pacific Asia,The North Face Women's Recon Backpack,Fishing,42372,98011.23,18.28,85,SEO,Flash Sales,6.14,1.9,98,11382.09,Physical,94.36
25,United Shop,LATAM,DVDs ,Basketball,18321,473970.43,9.81,93,Social Media,Bundle Offers,6.95,3.27,98,40570.32,Online,83.02
47,Delta Retailers,Africa,SOLE E25 Elliptical,Cameras ,36928,260281.57,6.16,86,Social Media,,5.48,6.37,95,8285.59,Hybrid,97.45
45,Elite Store,Pacific Asia,Nike Men's Free 5.0+ Running Shoe,Health and Beauty,24033,287377.73,21.43,52,Affiliate,Bundle Offers,6.4,9.54,99,23791.01,Hybrid,85.63
6,Beta Shop,Europe,Garmin Forerunner 910XT GPS Watch,Sporting Goods,11977,393750.08,21.56,75,PPC,Flash Sales,3.83,5.07,77,5985.62,Physical,89.08
11,Beta Distributors,Africa,Baby sweater,CDs ,39291,382553.98,12.1,94,PPC,Discounts,9.79,6.61,89,24330.04,Hybrid,98.3
46,Omega Retailers,LATAM,Lawn mower,Golf Shoes,13051,154191.53,18.15,100,SEO,,3.11,0.35,95,21315.52,Physical,88.64
35,Delta Market,USCA,Glove It Urban Brick Golf Towel,Hunting & Shooting,36605,152540.44,6.75,73,Email Marketing,Loyalty Programs,6.22,7.96,57,42933.93,Hybrid,83.88
12,Alpha Store,USCA,Under Armour Girls' Toddler Spine Surge Runni,Water Sports,49951,477961.97,21.31,88,Email Marketing,Bundle Offers,4.39,7.5,92,47714.12,Physical,72.33
27,Premier Store,USCA,insta-bed Neverflat Air Mattress,Baseball & Softball,40518,357553.64,21.31,70,Email Marketing,Loyalty Programs,1.9,5.42,76,9989.39,Physical,84.49
16,Premier Traders,LATAM,Bag Boy Beverage Holder,Health and Beauty,39274,338360.85,5.8,63,Content Marketing,Discounts,2.57,6.77,73,36675.51,Online,86.66
6,Alpha Store,Africa,Glove It Imperial Golf Towel,Tennis & Racquet,42711,465827.55,15.32,86,SEO,Flash Sales,3.96,8.06,81,48286.75,Physical,83.4
40,Gamma Retailers,Europe,GolfBuddy VT3 GPS Watch,Fishing,31679,419147.93,22.99,54,Social Media,Flash Sales,2.93,3.88,70,34966.77,Physical,81.69
46,Elite Outlet,Africa,Nike Dri-FIT Crew Sock 6 Pack,Baseball & Softball,25326,316072.23,12.84,69,Email Marketing,Bundle Offers,9.86,3.78,50,29437.22,Hybrid,80.61
38,Epsilon Market,Pacific Asia,Under Armour Women's Ignite PIP VI Slide,Men's Footwear,14313,378887.95,22.05,63,SEO,Flash Sales,9.91,7.18,93,49948.32,Physical,97.07
37,Epsilon Retailers,Africa,Perfect Fitness Perfect Rip Deck,Water Sports,45557,239624.84,13.48,90,PPC,,1.45,8.31,63,30843.54,Physical,75.01
35,Alpha Market,LATAM,CDs of rock,Men's Clothing,2516,161055.88,8.15,80,Content Marketing,Bundle Offers,5.97,7.18,85,35512.28,Online,70.15
2,Elite Mart,USCA,Nike Kids' Grade School KD VI Basketball Shoe,Computers,23565,205197.42,18.49,90,Affiliate,,9.17,0.87,63,21319.61,Hybrid,85.03
6,Premier Mart,LATAM,Bridgestone e6 Straight Distance NFL Tennesse,Consumer Electronics,21136,197927.75,6.84,82,Content Marketing,Loyalty Programs,4.56,6.38,86,12742.5,Hybrid,87.73
30,Global Traders,USCA,Under Armour Women's Ignite PIP VI Slide,Hockey,49122,433729.06,22.69,68,Email Marketing,,4.02,9.41,60,41889.43,Online,97.49
41,Elite Outlet,USCA,Titleist Pro V1 High Numbers Personalized Gol,Strength Training,30078,468310.77,22.35,76,SEO,Discounts,4.48,1.79,55,42143.77,Hybrid,96.31
16,Omega Market,Pacific Asia,Nike Dri-FIT Crew Sock 6 Pack,Camping & Hiking,28327,332200.53,24.69,82,Affiliate,Loyalty Programs,5.17,5.98,82,11311.96,Physical,90.85
